chr start stop ROI
357268 1 53590051 53590200 ID_777
357450 1 53617351 53617500 ID_778
357451 1 53617501 53617650 ID_779
357976 1 53696251 53696400 ID_780
357977 1 53696401 53696550 ID_781
361219 1 54182701 54182850 ID_782
362396 1 54359251 54359400 ID_783
362397 1 54359401 54359550 ID_784
363502 1 54525151 54525300 ID_785
364269 1 54640201 54640350 ID_786
365030 1 54754351 54754500 ID_787
365031 1 54754501 54754650 ID_788
365240 1 54785851 54786000 ID_789
365241 1 54786001 54786150 ID_790
365361 1 54804001 54804150 ID_791
366382 1 54957151 54957300 ID_792
366383 1 54957301 54957450 ID_793
366384 1 54957451 54957600 ID_794
366425 1 54963601 54963750 ID_795
367450 1 55117351 55117500 ID_796
367549 1 55132201 55132350 ID_797
368774 1 55315951 55316100 ID_798
369215 1 55382101 55382250 ID_799
371858 1 55778551 55778700 ID_800
371859 1 55778701 55778850 ID_801
371888 1 55783051 55783200 ID_802
372336 1 55850251 55850400 ID_803
373062 1 55959151 55959300 ID_804
373455 1 56018101 56018250 ID_805
373456 1 56018251 56018400 ID_806
375106 1 56265751 56265900 ID_807
378489 1 56773201 56773350 ID_808
378490 1 56773351 56773500 ID_809
378491 1 56773501 56773650 ID_810
378514 1 56776951 56777100 ID_811
378515 1 56777101 56777250 ID_812
379573 1 56935801 56935950 ID_813
379574 1 56935951 56936100 ID_814
379822 1 56973151 56973300 ID_815
380470 1 57070351 57070500 ID_816
380471 1 57070501 57070650 ID_817
380632 1 57094651 57094800 ID_818
381762 1 57264151 57264300 ID_819
382058 1 57308551 57308700 ID_820
382059 1 57308701 57308850 ID_821
382229 1 57334201 57334350 ID_822
382325 1 57348601 57348750 ID_823
383614 1 57541951 57542100 ID_824
383616 1 57542251 57542400 ID_825
383617 1 57542401 57542550 ID_826
383618 1 57542551 57542700 ID_827
383648 1 57547051 57547200 ID_828
383922 1 57588151 57588300 ID_829
383923 1 57588301 57588450 ID_830
383924 1 57588451 57588600 ID_831
384368 1 57655051 57655200 ID_832
384369 1 57655201 57655350 ID_833
384928 1 57739051 57739200 ID_834
387259 1 58088701 58088850 ID_835
387260 1 58088851 58089000 ID_836
388363 1 58254301 58254450 ID_837
388723 1 58308301 58308450 ID_838
388724 1 58308451 58308600 ID_839
388862 1 58329151 58329300 ID_840
388863 1 58329301 58329450 ID_841
388867 1 58329901 58330050 ID_842
388868 1 58330051 58330200 ID_843
389864 1 58479451 58479600 ID_844
390659 1 58598701 58598850 ID_845
391288 1 58693051 58693200 ID_846
391416 1 58712251 58712400 ID_847
391582 1 58737151 58737300 ID_848
391813 1 58771801 58771950 ID_849
392078 1 58811551 58811700 ID_850
392079 1 58811701 58811850 ID_851
392080 1 58811851 58812000 ID_852
392117 1 58817401 58817550 ID_853
392118 1 58817551 58817700 ID_854
392119 1 58817701 58817850 ID_855
392123 1 58818301 58818450 ID_856
392124 1 58818451 58818600 ID_857
392125 1 58818601 58818750 ID_858
392126 1 58818751 58818900 ID_859
392413 1 58861801 58861950 ID_860
392414 1 58861951 58862100 ID_861
392825 1 58923601 58923750 ID_862
393364 1 59004451 59004600 ID_863
394311 1 59146501 59146650 ID_864
395635 1 59345101 59345250 ID_865
395636 1 59345251 59345400 ID_866
395665 1 59349601 59349750 ID_867
395666 1 59349751 59349900 ID_868
395667 1 59349901 59350050 ID_869
397336 1 59600251 59600400 ID_870
397338 1 59600551 59600700 ID_871
397799 1 59669701 59669850 ID_872
397911 1 59686501 59686650 ID_873
398037 1 59705401 59705550 ID_874
398424 1 59763451 59763600 ID_875
398426 1 59763751 59763900 ID_876
398508 1 59776051 59776200 ID_877
402504 1 60375451 60375600 ID_878
403647 1 60546901 60547050 ID_879
403648 1 60547051 60547200 ID_880
404833 1 60724801 60724950 ID_881
404871 1 60730501 60730650 ID_882
404872 1 60730651 60730800 ID_883
404873 1 60730801 60730950 ID_884
405088 1 60763051 60763200 ID_885
406007 1 60900901 60901050 ID_886
406142 1 60921151 60921300 ID_887
406424 1 60963451 60963600 ID_888
407090 1 61063351 61063500 ID_889
407800 1 61169851 61170000 ID_890
407801 1 61170001 61170150 ID_891
407802 1 61170151 61170300 ID_892
407888 1 61183051 61183200 ID_893
410068 1 61510051 61510200 ID_894
410280 1 61541851 61542000 ID_895
410372 1 61555651 61555800 ID_896
415358 1 62303551 62303700 ID_897
415390 1 62308351 62308500 ID_898
416933 1 62539801 62539950 ID_899
416934 1 62539951 62540100 ID_900
416935 1 62540101 62540250 ID_901
416941 1 62541001 62541150 ID_902
417169 1 62575201 62575350 ID_903
417403 1 62610301 62610450 ID_904
419510 1 62926351 62926500 ID_905
419511 1 62926501 62926650 ID_906
420110 1 63016351 63016500 ID_907
421765 1 63264601 63264750 ID_908
421766 1 63264751 63264900 ID_909
422024 1 63303451 63303600 ID_910
422880 1 63431851 63432000 ID_911
425359 1 63803701 63803850 ID_912
425360 1 63803851 63804000 ID_913
425910 1 63886351 63886500 ID_914
425911 1 63886501 63886650 ID_915
425912 1 63886651 63886800 ID_916
425913 1 63886801 63886950 ID_917
427893 1 64183801 64183950 ID_918
427894 1 64183951 64184100 ID_919
427895 1 64184101 64184250 ID_920
428773 1 64315801 64315950 ID_921
429254 1 64387951 64388100 ID_922
431058 1 64658551 64658700 ID_923
431127 1 64668901 64669050 ID_924
433070 1 64960351 64960500 ID_925
433071 1 64960501 64960650 ID_926
433108 1 64966051 64966200 ID_927
433109 1 64966201 64966350 ID_928
433110 1 64966351 64966500 ID_929
433113 1 64966801 64966950 ID_930
433114 1 64966951 64967100 ID_931
433115 1 64967101 64967250 ID_932
433298 1 64994551 64994700 ID_933
433315 1 64997101 64997250 ID_934
434872 1 65230651 65230800 ID_935
435211 1 65281501 65281650 ID_936
435740 1 65360851 65361000 ID_937
436553 1 65482801 65482950 ID_938
437044 1 65556451 65556600 ID_939
437313 1 65596801 65596950 ID_940
437848 1 65677051 65677200 ID_941
438057 1 65708401 65708550 ID_942
438058 1 65708551 65708700 ID_943
438059 1 65708701 65708850 ID_944
439595 1 65939101 65939250 ID_945
440119 1 66017701 66017850 ID_946
440156 1 66023251 66023400 ID_947
440157 1 66023401 66023550 ID_948
440158 1 66023551 66023700 ID_949
440163 1 66024301 66024450 ID_950
440164 1 66024451 66024600 ID_951
440165 1 66024601 66024750 ID_952
440241 1 66036001 66036150 ID_953
440533 1 66079801 66079950 ID_954
440545 1 66081601 66081750 ID_955
440696 1 66104251 66104400 ID_956
440987 1 66147901 66148050 ID_957
441392 1 66208651 66208800 ID_958
442444 1 66366451 66366600 ID_959
442445 1 66366601 66366750 ID_960
445804 1 66870451 66870600 ID_961
447915 1 67187101 67187250 ID_962
448332 1 67249651 67249800 ID_963
448377 1 67256401 67256550 ID_964
450511 1 67576501 67576650 ID_965
450759 1 67613701 67613850 ID_966
451445 1 67716601 67716750 ID_967
451721 1 67758001 67758150 ID_968
451722 1 67758151 67758300 ID_969
451723 1 67758301 67758450 ID_970
452669 1 67900201 67900350 ID_971
453809 1 68071201 68071350 ID_972
453831 1 68074501 68074650 ID_973
455194 1 68278951 68279100 ID_974
455195 1 68279101 68279250 ID_975
460723 1 69108301 69108450 ID_976
461108 1 69166051 69166200 ID_977
462914 1 69436951 69437100 ID_978
464680 1 69701851 69702000 ID_979
464681 1 69702001 69702150 ID_980
464911 1 69736501 69736650 ID_981
465132 1 69769651 69769800 ID_982
465186 1 69777751 69777900 ID_983
465545 1 69831601 69831750 ID_984
465546 1 69831751 69831900 ID_985
466154 1 69922951 69923100 ID_986
468248 1 70237051 70237200 ID_987
468249 1 70237201 70237350 ID_988
468250 1 70237351 70237500 ID_989
468255 1 70238101 70238250 ID_990
468256 1 70238251 70238400 ID_991
468257 1 70238401 70238550 ID_992
468276 1 70241251 70241400 ID_993
468277 1 70241401 70241550 ID_994
468278 1 70241551 70241700 ID_995
469725 1 70458601 70458750 ID_996
471472 1 70720651 70720800 ID_997
473590 1 71038351 71038500 ID_998
474294 1 71143951 71144100 ID_999
474348 1 71152051 71152200 ID_1000
474764 1 71214451 71214600 ID_1001
476465 1 71469601 71469750 ID_1002
476466 1 71469751 71469900 ID_1003
477203 1 71580301 71580450 ID_1004
477204 1 71580451 71580600 ID_1005
477395 1 71609101 71609250 ID_1006
477396 1 71609251 71609400 ID_1007
477417 1 71612401 71612550 ID_1008
477537 1 71630401 71630550 ID_1009
478066 1 71709751 71709900 ID_1010
478067 1 71709901 71710050 ID_1011
478317 1 71747401 71747550 ID_1012
478507 1 71775901 71776050 ID_1013
478792 1 71818651 71818800 ID_1014
478793 1 71818801 71818950 ID_1015
479133 1 71869801 71869950 ID_1016
480184 1 72027451 72027600 ID_1017
480876 1 72131251 72131400 ID_1018
480877 1 72131401 72131550 ID_1019
480883 1 72132301 72132450 ID_1020
480884 1 72132451 72132600 ID_1021
481582 1 72237151 72237300 ID_1022
481601 1 72240001 72240150 ID_1023
482401 1 72360001 72360150 ID_1024
482662 1 72399151 72399300 ID_1025
482851 1 72427501 72427650 ID_1026
482852 1 72427651 72427800 ID_1027
483381 1 72507001 72507150 ID_1028
483691 1 72553501 72553650 ID_1029
483919 1 72587701 72587850 ID_1030
483920 1 72587851 72588000 ID_1031
484014 1 72601951 72602100 ID_1032
484135 1 72620101 72620250 ID_1033
484429 1 72664201 72664350 ID_1034
484533 1 72679801 72679950 ID_1035
484914 1 72736951 72737100 ID_1036
485158 1 72773551 72773700 ID_1037
485159 1 72773701 72773850 ID_1038
485607 1 72840901 72841050 ID_1039
485873 1 72880801 72880950 ID_1040
486285 1 72942601 72942750 ID_1041
486930 1 73039351 73039500 ID_1042
487300 1 73094851 73095000 ID_1043
488827 1 73323901 73324050 ID_1044
488828 1 73324051 73324200 ID_1045
488829 1 73324201 73324350 ID_1046
488830 1 73324351 73324500 ID_1047
491391 1 73708501 73708650 ID_1048
491606 1 73740751 73740900 ID_1049
492716 1 73907251 73907400 ID_1050
492717 1 73907401 73907550 ID_1051
494611 1 74191501 74191650 ID_1052
494702 1 74205151 74205300 ID_1053
495499 1 74324701 74324850 ID_1054
495792 1 74368651 74368800 ID_1055
495793 1 74368801 74368950 ID_1056
496349 1 74452201 74452350 ID_1057
497218 1 74582551 74582700 ID_1058
497219 1 74582701 74582850 ID_1059
497728 1 74659051 74659200 ID_1060
497729 1 74659201 74659350 ID_1061
497730 1 74659351 74659500 ID_1062
497736 1 74660251 74660400 ID_1063
497737 1 74660401 74660550 ID_1064
497738 1 74660551 74660700 ID_1065
499233 1 74884801 74884950 ID_1066
499234 1 74884951 74885100 ID_1067
501294 1 75193951 75194100 ID_1068
501406 1 75210751 75210900 ID_1069
501730 1 75259351 75259500 ID_1070
503133 1 75469801 75469950 ID_1071
503476 1 75521251 75521400 ID_1072
503477 1 75521401 75521550 ID_1073
504364 1 75654451 75654600 ID_1074
505368 1 75805051 75805200 ID_1075
506390 1 75958351 75958500 ID_1076
506689 1 76003201 76003350 ID_1077
506690 1 76003351 76003500 ID_1078
506691 1 76003501 76003650 ID_1079
508678 1 76301551 76301700 ID_1080
509269 1 76390201 76390350 ID_1081
510594 1 76588951 76589100 ID_1082
510595 1 76589101 76589250 ID_1083
510599 1 76589701 76589850 ID_1084
510600 1 76589851 76590000 ID_1085
510613 1 76591801 76591950 ID_1086
510614 1 76591951 76592100 ID_1087
511844 1 76776451 76776600 ID_1088
511845 1 76776601 76776750 ID_1089
511846 1 76776751 76776900 ID_1090
511850 1 76777351 76777500 ID_1091
511851 1 76777501 76777650 ID_1092
511852 1 76777651 76777800 ID_1093
512091 1 76813501 76813650 ID_1094
515718 1 77357551 77357700 ID_1095
518539 1 77780701 77780850 ID_1096
519840 1 77975851 77976000 ID_1097
520985 1 78147601 78147750 ID_1098
521264 1 78189451 78189600 ID_1099
521265 1 78189601 78189750 ID_1100
522538 1 78380551 78380700 ID_1101
523115 1 78467101 78467250 ID_1102
523203 1 78480301 78480450 ID_1103
523204 1 78480451 78480600 ID_1104
524079 1 78611701 78611850 ID_1105
524638 1 78695551 78695700 ID_1106
524691 1 78703501 78703650 ID_1107
524692 1 78703651 78703800 ID_1108
526793 1 79018801 79018950 ID_1109
526794 1 79018951 79019100 ID_1110
526795 1 79019101 79019250 ID_1111
527510 1 79126351 79126500 ID_1112
527511 1 79126501 79126650 ID_1113
528137 1 79220401 79220550 ID_1114
531843 1 79776301 79776450 ID_1115
532916 1 79937251 79937400 ID_1116
532922 1 79938151 79938300 ID_1117
532923 1 79938301 79938450 ID_1118
534280 1 80141851 80142000 ID_1119
534281 1 80142001 80142150 ID_1120
534282 1 80142151 80142300 ID_1121
536324 1 80448451 80448600 ID_1122
536993 1 80548801 80548950 ID_1123
537504 1 80625451 80625600 ID_1124
537741 1 80661001 80661150 ID_1125
538352 1 80752651 80752800 ID_1126
542411 1 81361501 81361650 ID_1127
543762 1 81564151 81564300 ID_1128
543763 1 81564301 81564450 ID_1129
543800 1 81569851 81570000 ID_1130
543801 1 81570001 81570150 ID_1131
543807 1 81570901 81571050 ID_1132
543808 1 81571051 81571200 ID_1133
544618 1 81692551 81692700 ID_1134
544619 1 81692701 81692850 ID_1135
544620 1 81692851 81693000 ID_1136
544621 1 81693001 81693150 ID_1137
545561 1 81834001 81834150 ID_1138
545562 1 81834151 81834300 ID_1139
546554 1 81982951 81983100 ID_1140
546555 1 81983101 81983250 ID_1141
549854 1 82477951 82478100 ID_1142
550008 1 82501051 82501200 ID_1143
550009 1 82501201 82501350 ID_1144
550010 1 82501351 82501500 ID_1145
550011 1 82501501 82501650 ID_1146
550038 1 82505551 82505700 ID_1147
550039 1 82505701 82505850 ID_1148
550040 1 82505851 82506000 ID_1149
550090 1 82513351 82513500 ID_1150
550431 1 82564501 82564650 ID_1151
551482 1 82722151 82722300 ID_1152
553364 1 83004451 83004600 ID_1153
553365 1 83004601 83004750 ID_1154
554737 1 83210401 83210550 ID_1155
554869 1 83230201 83230350 ID_1156
554870 1 83230351 83230500 ID_1157
558142 1 83721151 83721300 ID_1158
558877 1 83831401 83831550 ID_1159
559874 1 83980951 83981100 ID_1160
559875 1 83981101 83981250 ID_1161
559923 1 83988301 83988450 ID_1162
559924 1 83988451 83988600 ID_1163
560375 1 84056101 84056250 ID_1164
562031 1 84304501 84304650 ID_1165
562119 1 84317701 84317850 ID_1166
562440 1 84365851 84366000 ID_1167
562442 1 84366151 84366300 ID_1168
563315 1 84497101 84497250 ID_1169
564139 1 84620701 84620850 ID_1170
564674 1 84700951 84701100 ID_1171
565417 1 84812401 84812550 ID_1172
565418 1 84812551 84812700 ID_1173
566727 1 85008901 85009050 ID_1174
567051 1 85057501 85057650 ID_1175
567052 1 85057651 85057800 ID_1176
567115 1 85067101 85067250 ID_1177
567130 1 85069351 85069500 ID_1178
567175 1 85076101 85076250 ID_1179
567182 1 85077151 85077300 ID_1180
567205 1 85080601 85080750 ID_1181
567213 1 85081801 85081950 ID_1182
567242 1 85086151 85086300 ID_1183
567243 1 85086301 85086450 ID_1184
567352 1 85102651 85102800 ID_1185
567418 1 85112551 85112700 ID_1186
567631 1 85144501 85144650 ID_1187
567632 1 85144651 85144800 ID_1188
567633 1 85144801 85144950 ID_1189
567634 1 85144951 85145100 ID_1190
567652 1 85147651 85147800 ID_1191
567653 1 85147801 85147950 ID_1192
567870 1 85180351 85180500 ID_1193
567874 1 85180951 85181100 ID_1194
567890 1 85183351 85183500 ID_1195
568141 1 85221001 85221150 ID_1196
568178 1 85226551 85226700 ID_1197
568232 1 85234651 85234800 ID_1198
568235 1 85235101 85235250 ID_1199
568237 1 85235401 85235550 ID_1200
568252 1 85237651 85237800 ID_1201
568275 1 85241101 85241250 ID_1202
568276 1 85241251 85241400 ID_1203
568356 1 85253251 85253400 ID_1204
568363 1 85254301 85254450 ID_1205
568599 1 85289701 85289850 ID_1206
568600 1 85289851 85290000 ID_1207
568601 1 85290001 85290150 ID_1208
568623 1 85293301 85293450 ID_1209
568839 1 85325701 85325850 ID_1210
568841 1 85326001 85326150 ID_1211
568933 1 85339801 85339950 ID_1212
568934 1 85339951 85340100 ID_1213
568951 1 85342501 85342650 ID_1214
569840 1 85475851 85476000 ID_1215
569841 1 85476001 85476150 ID_1216
569842 1 85476151 85476300 ID_1217
569843 1 85476301 85476450 ID_1218
569913 1 85486801 85486950 ID_1219
570012 1 85501651 85501800 ID_1220
570188 1 85528051 85528200 ID_1221
570601 1 85590001 85590150 ID_1222
570720 1 85607851 85608000 ID_1223
570804 1 85620451 85620600 ID_1224
570898 1 85634551 85634700 ID_1225
571010 1 85651351 85651500 ID_1226
571011 1 85651501 85651650 ID_1227
571028 1 85654051 85654200 ID_1228
575098 1 86264551 86264700 ID_1229
577306 1 86595751 86595900 ID_1230
577307 1 86595901 86596050 ID_1231
577805 1 86670601 86670750 ID_1232
579751 1 86962501 86962650 ID_1233
580533 1 87079801 87079950 ID_1234
580534 1 87079951 87080100 ID_1235
580893 1 87133801 87133950 ID_1236
580894 1 87133951 87134100 ID_1237
580930 1 87139351 87139500 ID_1238
580931 1 87139501 87139650 ID_1239
580932 1 87139651 87139800 ID_1240
580933 1 87139801 87139950 ID_1241
580937 1 87140401 87140550 ID_1242
580938 1 87140551 87140700 ID_1243
583075 1 87461101 87461250 ID_1244
583076 1 87461251 87461400 ID_1245
583077 1 87461401 87461550 ID_1246
583212 1 87481651 87481800 ID_1247
585555 1 87833101 87833250 ID_1248
586393 1 87958801 87958950 ID_1249
588441 1 88266001 88266150 ID_1250
588442 1 88266151 88266300 ID_1251
588443 1 88266301 88266450 ID_1252
588577 1 88286401 88286550 ID_1253
588578 1 88286551 88286700 ID_1254
588579 1 88286701 88286850 ID_1255
588717 1 88307401 88307550 ID_1256
589981 1 88497001 88497150 ID_1257
590346 1 88551751 88551900 ID_1258
590347 1 88551901 88552050 ID_1259
594302 1 89145151 89145300 ID_1260
594303 1 89145301 89145450 ID_1261
594663 1 89199301 89199450 ID_1262
594668 1 89200051 89200200 ID_1263
594669 1 89200201 89200350 ID_1264
594670 1 89200351 89200500 ID_1265
595354 1 89302951 89303100 ID_1266
598369 1 89755201 89755350 ID_1267
598370 1 89755351 89755500 ID_1268
598994 1 89848951 89849100 ID_1269
598995 1 89849101 89849250 ID_1270
599765 1 89964601 89964750 ID_1271
599766 1 89964751 89964900 ID_1272
601482 1 90222151 90222300 ID_1273
601483 1 90222301 90222450 ID_1274
601484 1 90222451 90222600 ID_1275
601513 1 90226801 90226950 ID_1276
601514 1 90226951 90227100 ID_1277
602390 1 90358351 90358500 ID_1278
603672 1 90550651 90550800 ID_1279
603673 1 90550801 90550950 ID_1280
603674 1 90550951 90551100 ID_1281
603705 1 90555601 90555750 ID_1282
604185 1 90627601 90627750 ID_1283
604186 1 90627751 90627900 ID_1284
605410 1 90811351 90811500 ID_1285
607467 1 91119901 91120050 ID_1286
607633 1 91144801 91144950 ID_1287
609028 1 91354051 91354200 ID_1288
609847 1 91476901 91477050 ID_1289
609848 1 91477051 91477200 ID_1290
609849 1 91477201 91477350 ID_1291
609854 1 91477951 91478100 ID_1292
610008 1 91501051 91501200 ID_1293
610009 1 91501201 91501350 ID_1294
610745 1 91611601 91611750 ID_1295
612544 1 91881451 91881600 ID_1296
612888 1 91933051 91933200 ID_1297
614806 1 92220751 92220900 ID_1298
615743 1 92361301 92361450 ID_1299
616123 1 92418301 92418450 ID_1300
616215 1 92432101 92432250 ID_1301
616216 1 92432251 92432400 ID_1302
616848 1 92527051 92527200 ID_1303
616849 1 92527201 92527350 ID_1304
616850 1 92527351 92527500 ID_1305
616851 1 92527501 92527650 ID_1306
619046 1 92856751 92856900 ID_1307
619047 1 92856901 92857050 ID_1308
620470 1 93070351 93070500 ID_1309
620478 1 93071551 93071700 ID_1310
620479 1 93071701 93071850 ID_1311
620741 1 93111001 93111150 ID_1312
620742 1 93111151 93111300 ID_1313
621409 1 93211201 93211350 ID_1314
625903 1 93885301 93885450 ID_1315
626379 1 93956701 93956850 ID_1316
626380 1 93956851 93957000 ID_1317
626408 1 93961051 93961200 ID_1318
626409 1 93961201 93961350 ID_1319
626555 1 93983101 93983250 ID_1320
626728 1 94009051 94009200 ID_1321
627176 1 94076251 94076400 ID_1322
627865 1 94179601 94179750 ID_1323
629633 1 94444801 94444950 ID_1324
630405 1 94560601 94560750 ID_1325
631153 1 94672801 94672950 ID_1326
632337 1 94850401 94850550 ID_1327
632710 1 94906351 94906500 ID_1328
633522 1 95028151 95028300 ID_1329
